"Population","Reference Type","Author","Publication Year","Title","From Year","To Year"
"Steelhead (Middle Columbia River DPS) - North Fork John Day River Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1966","2005"
"Steelhead (Middle Columbia River DPS) - North Fork John Day River Summer-run","Wild-Fraction Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Middle Columbia River of Northeast-Central Oregon from 1959 to 2014","1965","2013"
"Steelhead (Middle Columbia River DPS) - Satus Creek Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Satus Cr.","2004","2012"
"Steelhead (Middle Columbia River DPS) - Satus Creek Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1985","2003"
"Steelhead (Middle Columbia River DPS) - Satus Creek Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee","2009","2009 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","2004","2012"
"Steelhead (Middle Columbia River DPS) - Satus Creek Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1985","2003"
"Steelhead (Middle Columbia River DPS) - Satus Creek Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Satus Cr.","2004","2012"
"Steelhead (Middle Columbia River DPS) - Satus Creek Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1985","2003"
"Steelhead (Middle Columbia River DPS) - Satus Creek Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Satus Cr.","2004","2012"
"Steelhead (Middle Columbia River DPS) - Satus Creek Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1985","2003"
"Steelhead (Middle Columbia River DPS) - South Fork John Day River Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-South Fork John Day","2006","2011"
"Steelhead (Middle Columbia River DPS) - South Fork John Day River Summer-run","Age Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Middle Columbia River of Northeast-Central Oregon from 1959 to 2014","1965","2013"
"Steelhead (Middle Columbia River DPS) - South Fork John Day River Summer-run","Catch Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-South Fork John Day","2006","2011"
"Steelhead (Middle Columbia River DPS) - South Fork John Day River Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-South Fork John Day","2006","2011"
"Steelhead (Middle Columbia River DPS) - South Fork John Day River Summer-run","Spawner Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Middle Columbia River of Northeast-Central Oregon from 1959 to 2014","1965","2013"
"Steelhead (Middle Columbia River DPS) - South Fork John Day River Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-South Fork John Day","2006","2011"
"Steelhead (Middle Columbia River DPS) - South Fork John Day River Summer-run","Wild-Fraction Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Middle Columbia River of Northeast-Central Oregon from 1959 to 2014","1965","2013"
"Steelhead (Middle Columbia River DPS) - Toppenish Creek Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Toppenish Cr.","2004","2012"
"Steelhead (Middle Columbia River DPS) - Toppenish Creek Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1985","2003"
"Steelhead (Middle Columbia River DPS) - Toppenish Creek Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee","2009","2009 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","2004","2012"
"Steelhead (Middle Columbia River DPS) - Toppenish Creek Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1985","2003"
"Steelhead (Middle Columbia River DPS) - Toppenish Creek Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Toppenish Cr.","2004","2012"
"Steelhead (Middle Columbia River DPS) - Toppenish Creek Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1985","2003"
"Steelhead (Middle Columbia River DPS) - Toppenish Creek Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Toppenish Cr.","2004","2012"
"Steelhead (Middle Columbia River DPS) - Toppenish Creek Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1985","2003"
"Steelhead (Middle Columbia River DPS) - Touchet River Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Touchet R.","2008","2013"
"Steelhead (Middle Columbia River DPS) - Touchet River Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1987","2007"
"Steelhead (Middle Columbia River DPS) - Touchet River Summer-run","Catch Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Touchet R.","2008","2013"
"Steelhead (Middle Columbia River DPS) - Touchet River Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1987","2007"
"Steelhead (Middle Columbia River DPS) - Touchet River Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Touchet R.","2008","2013"
"Steelhead (Middle Columbia River DPS) - Touchet River Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1987","2007"
"Steelhead (Middle Columbia River DPS) - Touchet River Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Touchet R.","2008","2013"
"Steelhead (Middle Columbia River DPS) - Touchet River Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1987","2007"
"Steelhead (Middle Columbia River DPS) - Umatilla River Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Umatilla R.","2005","2011"
"Steelhead (Middle Columbia River DPS) - Umatilla River Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1967","2004"
"Steelhead (Middle Columbia River DPS) - Umatilla River Summer-run","Age Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Middle Columbia River of Northeast-Central Oregon from 1959 to 2014","1967","2013"
"Steelhead (Middle Columbia River DPS) - Umatilla River Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee","2009","2009 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","2005","2011"
"Steelhead (Middle Columbia River DPS) - Umatilla River Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1967","2004"
"Steelhead (Middle Columbia River DPS) - Umatilla River Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Umatilla R.","2005","2011"
"Steelhead (Middle Columbia River DPS) - Umatilla River Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1967","2004"
"Steelhead (Middle Columbia River DPS) - Umatilla River Summer-run","Spawner Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Middle Columbia River of Northeast-Central Oregon from 1959 to 2014","1967","2013"
"Steelhead (Middle Columbia River DPS) - Umatilla River Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Umatilla R.","2005","2011"
"Steelhead (Middle Columbia River DPS) - Umatilla River Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1967","2004"
"Steelhead (Middle Columbia River DPS) - Umatilla River Summer-run","Wild-Fraction Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Middle Columbia River of Northeast-Central Oregon from 1959 to 2014","1967","2013"
"Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Walla Walla R.","2006","2011"
"Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1993","2005"
"Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run","Age Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Middle Columbia River of Northeast-Central Oregon from 1959 to 2014","1993","2013"
"Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run","Catch Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Walla Walla R.","2006","2011"
"Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1993","2005"
"Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Walla Walla R.","2006","2011"
"Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1993","2005"
"Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run","Spawner Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Middle Columbia River of Northeast-Central Oregon from 1959 to 2014","1993","2013"
"Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Walla Walla R.","2006","2011"
"Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1993","2005"
"Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run","Wild-Fraction Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Middle Columbia River of Northeast-Central Oregon from 1959 to 2014","1993","2013"
"Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Upper Yakima R.","2004","2012"
"Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1985","2003"
"Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee","2009","2009 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","2004","2012"
"Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1985","2003"
"Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Upper Yakima R.","2004","2012"
"Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1985","2003"
"Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Mid-Columbia Steelhead DPS-Upper Yakima R.","2004","2012"
"Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume II: Middle Columbia River Steelhead DPS ","1985","2003"
"Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1967","2006"
"Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run","Age Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Snake River of Northeast-Central Oregon from 1967 to 2014","1967","2013"
"Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1967","2006"
"Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Steelhead DPS-Upper Grand Ronde","2007","2010"
"Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries.","2011","Annual Estimates of Population Abundance: Snake River Steelhead DPS -Upper Grand Ronde","2007","2010"
"Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1967","2006"
"Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run","Spawner Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Snake River of Northeast-Central Oregon from 1967 to 2014","1967","2013"
"Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1967","2006"
"Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run","Wild-Fraction Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Snake River of Northeast-Central Oregon from 1967 to 2014","1967","2013"
"Steelhead (Snake River Basin DPS) - Joseph Creek Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Steelhead DPS-Joseph Cr.","2006","2010"
"Steelhead (Snake River Basin DPS) - Joseph Creek Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1970","2005"
"Steelhead (Snake River Basin DPS) - Joseph Creek Summer-run","Age Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Snake River of Northeast-Central Oregon from 1967 to 2014","1970","2013"
"Steelhead (Snake River Basin DPS) - Joseph Creek Summer-run","Catch Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Steelhead DPS-Joseph Cr.","2006","2010"
"Steelhead (Snake River Basin DPS) - Joseph Creek Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1970","2005"
"Steelhead (Snake River Basin DPS) - Joseph Creek Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Steelhead DPS-Joseph Cr.","2006","2010"
"Steelhead (Snake River Basin DPS) - Joseph Creek Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1970","2005"
"Steelhead (Snake River Basin DPS) - Joseph Creek Summer-run","Spawner Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Snake River of Northeast-Central Oregon from 1967 to 2014","1970","2010"
"Steelhead (Snake River Basin DPS) - Joseph Creek Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Steelhead DPS-Joseph Cr.","2006","2010"
"Steelhead (Snake River Basin DPS) - Joseph Creek Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1970","2005"
"Steelhead (Snake River Basin DPS) - Joseph Creek Summer-run","Wild-Fraction Reference","Oregon Department of Fish and Wildlife","2015","A Compendium of Viable Salmonid Population Abundance and Productivity Indicators and Metrics for Natural Steelhead Populations in Tributaries of the Snake River of Northeast-Central Oregon from 1967 to 2014","1970","2013"
"Steelhead (Upper Columbia River DPS) - Entiat River Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Steelhead DPS -Entiat R.","2007","2011"
"Steelhead (Upper Columbia River DPS) - Entiat River Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1978","2006"
"Steelhead (Upper Columbia River DPS) - Entiat River Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee","2009","2009 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","2007","2011"
"Steelhead (Upper Columbia River DPS) - Entiat River Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2007","2007 Joint Staff Report: Stock Status and Fisheries for Fall Chinook Salmon, Coho Salmon, Chum, Salmon, Summer Steelhead and White Sturgeon","1978","2006"
"Steelhead (Upper Columbia River DPS) - Entiat River Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Steelhead DPS -Entiat R.","2007","2011"
"Steelhead (Upper Columbia River DPS) - Entiat River Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume III: Upper Columbia River ESUs/DPS ","1978","2006"
"Steelhead (Upper Columbia River DPS) - Entiat River Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Upper Columbia River Steelhead DPS -Entiat R.","2007","2011"
