"Interrogation Site Code","Interrogation Site Name","Int Site Start Date","Int Site End Date","Int Site Active","Site Type Name","Interrogation Site Subbasin Code","Interrogation Site Subbasin Name","Interrogation Site Location Start","Interrogation Site Location End","Interrogation Site Location Latitude","Interrogation Site Location Longitude","Interrogation Site Location RKM","Data Steward Name","Steward Email","Steward Phone","Steward Organization","New Metric"
"WPT","White Pine Temporary Array","3/1/2011","4/27/2013","0","Instream Remote Detection System","17020011","Wenatchee","3/1/2011","4/27/2013","47.774525","-120.916040","754.025.001","Jay Deason","jay.deason@dfw.wa.gov","509-664-3148 x22","WDFW","1"
"WR1","Wallowa River at river km 14","8/16/2013","","1","Instream Remote Detection System","17060105","Wallowa","8/16/2013","","45.633679","-117.733757","522.271.131.014","Brett Turley","brett.turley@merck.com","208-841-2562","BIOMRK","1"
"WR2","Wallowa River at rkm 32","8/2/2018","","1","Instream Remote Detection System","17060105","Wallowa","8/2/2018","","45.594466","-117.579223","522.271.131.032","Shane Vatland","shanev@nezperce.org","541-432-2508","NPT","1"
"WRA","Upper Wind River Auxillary","9/22/2020","","1","Instream Remote Detection System","17070105","Middle Columbia-Hood","9/22/2020","","45.862661","-121.966297","251.027","Ian Jezorek","ijezorek@usgs.gov","509-528-2908","USGS","1"
"WRP","Woodland Release Ponds","2/7/2018","","1","Monitored Fish Release","17080002","Lewis","2/7/2018","","45.925482","-122.719451","140.014","Mark Ferraiolo","mark.ferraiolo@pacificorp.com","360-225-4446","PCE","1"
"WRU","Upper Wind River (WA) rkm 30","10/12/2012","","1","Instream Remote Detection System","17070105","Middle Columbia-Hood","10/12/2012","10/6/2016","45.874566","-121.978481","251.030","Ian Jezorek","ijezorek@usgs.gov","509-528-2908","USGS","1"
"WRU","Upper Wind River (WA) rkm 30","10/12/2012","","1","Instream Remote Detection System","17070105","Middle Columbia-Hood","10/6/2016","","45.863379","-121.967782","251.028","Ian Jezorek","ijezorek@usgs.gov","509-528-2908","USGS","1"
"WSH","Warm Springs Hatchery","2/1/2008","","1","Hatchery Returns","17070306","Lower Deschutes","2/1/2008","","44.860729","-121.245123","328.135.016","Rikeem Sholes","rikeem_sholes@fws.gov","504-982-5075","USFWS","1"
"WSR","Warm Springs River PIT Array","8/10/2014","","1","Instream Remote Detection System","17070306","Lower Deschutes","8/10/2014","","44.859752","-121.068348","328.135.001","Lyman Jim","lyman.jim@ctwsbnr.org","541-553-3587","CTWSR","1"
"WTL","White River, Wenatchee Basin","4/1/2009","","1","Instream Remote Detection System","17020011","Wenatchee","4/1/2009","11/5/2013","47.845936","-120.831626","754.090.004","Jay Deason","jay.deason@dfw.wa.gov","509-664-3148 x22","WDFW","1"
"WTL","White River, Wenatchee Basin","4/1/2009","","1","Instream Remote Detection System","17020011","Wenatchee","11/5/2013","","47.845512","-120.834074","754.090.003","Jay Deason","jay.deason@dfw.wa.gov","509-664-3148 x22","WDFW","1"
"WW1","Harris Bridge S F Walla Walla","9/3/2002","2/5/2020","0","Instream Remote Detection System","17070102","Walla Walla","9/3/2002","2/5/2020","45.836760","-118.182603","509.081.013","Brian Davis","brian_davis@fws.gov","503-975-9898","USFWS","1"
"WW2","SF Walla Walla at Bear Creek","9/3/2002","2/5/2020","0","Instream Remote Detection System","17070102","Walla Walla","9/3/2002","2/5/2020","45.844170","-118.104691","509.081.021","Brian Davis","brian_davis@fws.gov","503-975-9898","USFWS","1"
"WWB","Walla Walla River Barge Array","4/11/2019","","1","Instream Remote Detection System","17070102","Walla Walla","4/11/2019","","46.064260","-118.859915","509.005","Travis Olsen","travisolsen@ctuir.org","541-429-7542","CTUIR","1"
"Y1J","YAKIMA RIVER TRAP JUVENILE","5/4/1990","6/11/1990","0","Instream Juvenile Fish Trap","17030003","Lower Yakima","5/4/1990","6/11/1990","46.297356","-119.333300","539.014","Unknown Contact","","","","1"
"YFK","Yankee Fork Salmon River","3/29/2012","","1","Instream Remote Detection System","17060201","Upper Salmon","3/29/2012","","44.287737","-114.720453","522.303.591.003","Lytle Denny","ldenny@sbtribes.com","208-239-4560","SHOBAN","1"
"YHC","Yellowhawk Creek","12/1/2006","","1","Instream Remote Detection System","17070102","Walla Walla","12/1/2006","","46.074979","-118.273783","509.063.013","Travis Olsen","travisolsen@ctuir.org","541-429-7542","CTUIR","1"
"YPP","Yellow Pine Pit Lake","8/31/2017","","1","Instream Remote Detection System","17060208","South Fork Salmon","8/31/2017","","44.928995","-115.333883","522.303.215.060.042","Kyle Fend","Kyle.Fend@Perpetua.us","208-901-3047","MGS","1"
"ZEN","Secesh River at Zena Cr. Ranch","3/1/2009","","1","Instream Remote Detection System","17060208","South Fork Salmon","3/1/2009","","45.033300","-115.733020","522.303.215.059.003","Brett Turley","brett.turley@merck.com","208-841-2562","BIOMRK","1"
"ZSL","Zosel Dam Combined","9/1/2010","","1","Combined Dam Location","17020006","Okanogan","9/1/2010","","48.933499","-119.419812","858.132","Jeff Fryer","fryj@critfc.org","503-731-1266","CRITFC","1"
"ZZ1","Noise Test Site 1","6/2/2022","","1","Juvenile Fish Bypass Facility","17020016","Upper Columbia-Priest Rapids","6/2/2022","","46.209755886007684","-119.21642321441777","000","Nicole Tancreto","ntancreto@psmfc.org","503-595-3141","PSMFC","1"
